n_days,expected_cost,active_losses,voltage_deviation,transformer_peak,degradation
1,1272.2430602630366,74.40883333681387,0.016013733152972054,84.89147949438636,6.7211319400735e-05
2,1158.3295947425647,66.62640721002975,0.015389907189463536,84.89147949438636,0.0001416752213555309
3,1011.2509116845512,54.11942218688995,0.013975171874665142,84.89147949438636,0.0002192350229208245
4,931.5856429010305,52.36934268653083,0.013211894825365016,84.89147949438636,0.00029889669374365404
