seed,optimizer,placement_index,energy_kwh,power_kw,pv_kw,expected_cost,active_losses,voltage_deviation,transformer_peak,degradation,constraint_violation,feasible,weighted_sum,n_evaluated,elapsed_s
1,"independent_random_search (LHS, N=150)",2,502.760025140305,21.86783773415532,38.38716310721101,974.0067227941852,50.861273475942205,0.013457717096205288,84.89147949438605,0.00015682353936758496,0.0010151298679986036,False,5.265144979121768,150,425.47287368774414
2,"independent_random_search (LHS, N=150)",4,656.270658672666,4.7816972056026525,56.93496792829071,968.5217594409476,49.456832334822195,0.013405859970576478,84.8914794943861,9.033990505729032e-05,0.000995188914836009,True,5.127618911524163,150,415.3631019592285
3,"independent_random_search (LHS, N=150)",0,469.21513132211254,10.54230475564361,9.324166789571555,1005.3192763683845,51.89385309050505,0.013961188515836038,84.89147949438669,0.00014593770516398787,0.0009962793114257906,True,5.325103313324027,150,443.00809264183044
4,"independent_random_search (LHS, N=150)",3,339.3697800412579,9.039138828746673,27.79717381047568,1004.2039032191908,51.02735213194559,0.013805725205350316,84.89147949438654,0.00016212548908150712,0.0010221195223167102,False,5.34053784352694,150,454.71811389923096
5,"independent_random_search (LHS, N=150)",5,450.6013172167977,31.15648271479597,108.98829057950158,954.3020282310158,53.33786997971776,0.013381239423297386,84.89147949438649,0.0003098691069683106,0.001097551134062364,False,5.55389840533035,150,442.15913701057434
