timestamp,converged,algorithm,minimum_voltage_pu,maximum_voltage_pu,undervoltage_bus_count,overvoltage_bus_count,active_line_losses_kw,reactive_line_losses_kvar,maximum_line_loading_percent,maximum_transformer_loading_percent,grid_import_kw,grid_import_kvar
2000-01-01 00:00:00,True,nr,0.9857010135872192,1.0,0,0,0.3105569410354756,0.11235775206822068,3.1815855116235565,8.23569643244952,66.1018020129367,26.979342207689605
2000-01-01 00:15:00,True,nr,0.9902241588918266,1.0,0,0,0.2019907965398641,0.07937775384082837,3.1070615861793005,6.769360456878282,51.947855472422866,20.979505555299482
2000-01-01 00:30:00,True,nr,0.9896680009714619,1.0,0,0,0.2115339295136705,0.08288646559936715,3.2073164946532153,7.084522501615452,55.199317087306184,23.062216428762383
2000-01-01 00:45:00,True,nr,0.9946048225998172,1.0,0,0,0.0701303726871103,0.025233389914718303,1.720549117195337,5.451181537611286,43.31492812458482,18.009806086539015
2000-01-01 01:00:00,True,nr,0.9946163738481951,1.0,0,0,0.07408387817212422,0.029852005172562382,2.1645349548610993,6.095137291773128,48.61774741612046,19.62420205490467
2000-01-01 01:15:00,True,nr,0.9913739949882127,1.0,0,0,0.10024605039834968,0.03341115727438176,1.6060632188786819,6.276483018822883,50.83612667502702,20.781417781106093
2000-01-01 01:30:00,True,nr,0.9903139861481413,1.0,0,0,0.09522158134400911,0.03291339489922319,1.5249816794972524,7.20256538691153,45.456372146766014,19.897586546569812
2000-01-01 01:45:00,True,nr,0.9921353684175996,1.0,0,0,0.0882580825380355,0.031556872939238194,1.4445598642788429,6.672136211634444,45.558889623436016,20.328918561066445
2000-01-01 02:00:00,True,nr,0.9945755217359268,1.0,0,0,0.06163944403454671,0.02438111390672701,1.3560227462377352,6.729652459527371,45.105887567601364,19.3842778695954
2000-01-01 02:15:00,True,nr,0.9931763243605525,1.0,0,0,0.07619318132572273,0.029849660020471687,1.4276074344544383,7.5696862909297415,60.97352943791057,24.835467558221858
2000-01-01 02:30:00,True,nr,0.9951128160135777,1.0,0,0,0.061376516247611854,0.02277855637621275,1.3866974051437575,5.981184121322889,45.5798291517937,18.387820343704675
2000-01-01 02:45:00,True,nr,0.9938907193947429,1.0,0,0,0.06612857066630291,0.022795325667149254,1.6546291256039296,7.642404557557255,41.61027695495556,18.375157808199205
2000-01-01 03:00:00,True,nr,0.995110963272461,1.0,0,0,0.05056499598074337,0.01941877996454859,1.1350345819781036,4.896145114417829,38.55143419093299,16.325257839349128
2000-01-01 03:15:00,True,nr,0.9933847678472387,1.0,0,0,0.06306044859320326,0.02508342685034564,1.5547708164008156,6.096289363752271,46.24326227558817,18.856589806228286
2000-01-01 03:30:00,True,nr,0.9943324616679828,1.0,0,0,0.05777724664591836,0.0192299762688077,1.6069856310803863,5.844313930115279,41.146467677382724,16.204552966279984
2000-01-01 03:45:00,True,nr,0.9959940110817828,1.0,0,0,0.043237078662348424,0.015129495037740994,1.3364759438377605,4.243349747686928,32.12031889749345,13.19015047212968
2000-01-01 04:00:00,True,nr,0.9957503358194114,1.0,0,0,0.058005787382493706,0.021515581442257282,1.4929882506492143,5.316308399877553,37.74658432635047,15.81059227631787
2000-01-01 04:15:00,True,nr,0.9950505104470321,1.0,0,0,0.046793667500333216,0.016341498529858275,1.6374097219161363,5.023249267175866,34.38790998263763,13.525154698466935
2000-01-01 04:30:00,True,nr,0.9949466696604031,1.0,0,0,0.065566670097519,0.0253895474538176,1.939557878814492,5.767733047659991,39.683509983687195,15.37432294191543
2000-01-01 04:45:00,True,nr,0.993958383784001,1.0,0,0,0.08149014271163074,0.03058117372737565,2.0959326530805376,5.248278753165206,36.93733641971298,14.433472463919017
2000-01-01 05:00:00,True,nr,0.9943849208531795,1.0,0,0,0.09271957565397544,0.03177419838206906,1.9268640306841869,7.024250282876789,30.030591583152688,13.582668896532368
2000-01-01 05:15:00,True,nr,0.9942803794660948,1.0,0,0,0.08727946672010614,0.03147511991388556,1.629039149158578,7.155013166692847,30.18977787907362,13.774358074315707
2000-01-01 05:30:00,True,nr,0.9946187409966032,1.0,0,0,0.060602003132822845,0.025136819543200406,1.5012317018478356,5.906636419815959,38.072038409073805,16.10467388895742
2000-01-01 05:45:00,True,nr,0.9936313409549014,1.0,0,0,0.09481061905657373,0.03847071275587514,2.438918342642479,6.341038319112934,46.81174504767793,18.415379377103136
2000-01-01 06:00:00,True,nr,0.9866093633978807,1.0,0,0,0.2932334034018469,0.11461629311765524,3.416954641131421,20.863317002482333,117.35870295501871,42.55619533207167
2000-01-01 06:15:00,True,nr,0.9770375876334041,1.0,0,0,0.8689468298021658,0.3458617702776355,5.515258066865038,34.05620289624902,189.7538687914404,69.60737180155085
2000-01-01 06:30:00,True,nr,0.9756527120924527,1.0,0,0,1.2094815401369856,0.45014304638521885,5.472683368269462,30.00711759057798,206.8749499732687,84.41109466450314
2000-01-01 06:45:00,True,nr,0.9657011509354739,1.0,0,0,2.2693524015241815,0.8173238297047635,9.284399562762118,42.882804694597766,221.347740580226,96.92476707855934
2000-01-01 07:00:00,True,nr,0.9628043894799974,1.0,0,0,3.102826548028388,1.1939378651681805,8.865789560968524,40.949327916829894,282.3434185873364,125.3652385326518
2000-01-01 07:15:00,True,nr,0.9566917104822555,1.0,0,0,4.331491267137596,1.6369167517092458,12.738269249844688,45.41074978809391,323.79742776594276,143.12386341551075
2000-01-01 07:30:00,True,nr,0.9561575581996921,1.0,0,0,4.851766961047609,1.7001544058250526,14.368726781991164,42.524392350021685,322.1177069014598,140.88363084099598
2000-01-01 07:45:00,True,nr,0.9552184603959428,1.0,0,0,4.883781862966958,1.7861905408344942,14.995347372058108,42.55172693189768,323.341656123121,138.3790169226753
2000-01-01 08:00:00,True,nr,0.9583100252290974,1.0,0,0,3.554017184118821,1.2504991668930043,11.302890839790903,39.481194474779436,284.9328511082698,123.04084629034139
2000-01-01 08:15:00,True,nr,0.963074080921741,1.0,0,0,3.213859431587322,1.1146750667506122,10.531002282168993,32.87905523162332,251.78971002456763,109.29364811169506
2000-01-01 08:30:00,True,nr,0.9679564536242028,1.0,0,0,2.4046948338885015,0.8608971981709539,9.361920095936634,29.834442365645753,233.05682055208865,101.06351276329929
2000-01-01 08:45:00,True,nr,0.9631864086509203,1.0,0,0,2.5032060213575016,0.921218892007106,9.490071314789528,33.103782908983234,238.63283527138535,102.39857717307731
2000-01-01 09:00:00,True,nr,0.9677874480367108,1.0,0,0,2.696141698335396,1.0458889305000965,11.809887986397847,30.04332539458659,244.74386251388046,102.08569932923072
2000-01-01 09:15:00,True,nr,0.9650014699222589,1.0,0,0,2.8263349749790176,1.0860009375049973,12.707380757074485,29.45404654319243,228.53016819453666,94.63224746873334
2000-01-01 09:30:00,True,nr,0.9673467200549821,1.0,0,0,2.6181715814828377,0.9878955374848076,10.3086315738984,26.08318258745686,220.09456560153896,93.03283210499202
2000-01-01 09:45:00,True,nr,0.973754461049609,1.0,0,0,1.837095414751569,0.6943834086244683,9.378604706776384,22.9851566109982,159.656171790157,70.19300179152043
2000-01-01 10:00:00,True,nr,0.9760450952495354,1.0,0,0,1.7238746624736119,0.6451566290792394,9.533875838620318,22.006939513178597,162.2859388957949,70.296849354337
2000-01-01 10:15:00,True,nr,0.9771946037744782,1.0,0,0,1.3332057254651286,0.5008261024991568,8.912699366034515,20.28023954484012,134.87522093170367,55.44431820640128
2000-01-01 10:30:00,True,nr,0.9781735270926555,1.0,0,0,1.1960216922881013,0.44277321089772564,8.586329088315656,19.038228376365083,130.24890213415864,53.46721438980939
2000-01-01 10:45:00,True,nr,0.9819530449965961,1.0,0,0,0.8008440757898581,0.28159901052908853,6.759175301599603,12.005672258205486,86.14113910425836,34.0297187898404
2000-01-01 11:00:00,True,nr,0.9849014733646502,1.0,0,0,0.3995090646916728,0.15194457695051936,4.0354521920834205,9.278018417888779,72.13148409644576,29.08781135610461
2000-01-01 11:15:00,True,nr,0.9849076923031134,1.0,0,0,0.3551384986265231,0.13355413969992877,3.2270903384211307,9.447544330383954,72.83628790284236,28.907709676838422
2000-01-01 11:30:00,True,nr,0.988045909517772,1.0,0,0,0.14781118053450057,0.05174112308536348,2.03517716656517,6.4461880323896645,47.31581651174422,19.562168467356145
2000-01-01 11:45:00,True,nr,0.9897648187773403,1.0,0,0,0.12905693641240631,0.04547164972826488,1.7868173024418017,6.529453368352602,54.011341211255946,22.65339728057647
2000-01-01 12:00:00,True,nr,0.9879850951172962,1.0,0,0,0.1438645780663624,0.05455395927039832,2.2115888510701147,7.516117367130043,52.4622696016972,21.2728513024798
2000-01-01 12:15:00,True,nr,0.9869030371676843,1.0,0,0,0.18217629678043118,0.06631390613151932,2.1836295640088212,8.263978640773919,54.82071814614198,23.18226627297193
2000-01-01 12:30:00,True,nr,0.9897153976830736,1.0,0,0,0.12492018672703811,0.045280483892553916,1.8251356591086172,5.904819547192539,49.01029941444612,20.279274699693595
2000-01-01 12:45:00,True,nr,0.9869049623549611,1.0,0,0,0.15024166262993602,0.05426363851066261,2.2550696428006365,8.452267383682557,46.26526444413015,20.079368614579707
2000-01-01 13:00:00,True,nr,0.9875624032012662,1.0,0,0,0.3420756777940886,0.13040851232237818,3.6748031501565666,7.281564594649115,57.494010573567735,24.171131281391034
2000-01-01 13:15:00,True,nr,0.9708166549982846,1.0,0,0,1.3192744640013436,0.5112232580693958,8.069028147682095,13.656867746693532,81.33924620409717,30.425600385768803
2000-01-01 13:30:00,True,nr,0.9659453617839614,1.0,0,0,1.785102175151631,0.6938994656624508,9.357536266993236,15.446331495524335,92.65198698044274,34.452177669679784
2000-01-01 13:45:00,True,nr,0.9707269978437724,1.0,0,0,1.3245949583916687,0.5144511079001193,8.207275125190112,13.071526832047475,75.560862455611,27.77453706713029
2000-01-01 14:00:00,True,nr,0.9803404462167399,1.0,0,0,0.6116699304734315,0.23816070572236755,5.651550307907985,9.573730534928117,55.738170416879115,20.481251097374198
2000-01-01 14:15:00,True,nr,0.9918821638104486,1.0,0,0,0.12770335053414864,0.049363200820672436,2.107012282909538,5.316107445307052,34.71293968092692,14.263118598848656
2000-01-01 14:30:00,True,nr,0.9895437733047419,1.0,0,0,0.24617857326642945,0.09346352816458886,2.936340132639124,6.765952919014614,45.66630616907674,19.123894041091383
2000-01-01 14:45:00,True,nr,0.9808743292150285,1.0,0,0,0.652562260020561,0.25474987335638566,5.45890560227037,9.102000605010227,66.89225164929002,26.450737047204242
2000-01-01 15:00:00,True,nr,0.9884986200298965,1.0,0,0,0.31704027395068735,0.1249885451269094,3.7174262184851266,8.266107206531109,55.2476447287229,22.920415418632878
2000-01-01 15:15:00,True,nr,0.9884493137667262,1.0,0,0,0.3091048478054253,0.11819587869124563,3.349839091859815,8.400888175892764,57.40178474723345,24.604398140977146
2000-01-01 15:30:00,True,nr,0.9843324915270482,1.0,0,0,0.46635949170222135,0.18497802644526065,4.623786298459153,8.1772066766367,61.92823533489711,24.682397531393008
2000-01-01 15:45:00,True,nr,0.9858078717052665,1.0,0,0,0.2552016349968206,0.09463359857397657,2.612897987963634,11.794795277843374,59.71393662097002,25.963875717128992
2000-01-01 16:00:00,True,nr,0.9873231332527354,1.0,0,0,0.18290109240742256,0.06384942269265781,2.4462537041447,8.202631014375129,49.57585659499575,21.073751690835252
2000-01-01 16:15:00,True,nr,0.9885812896070838,1.0,0,0,0.1313481670837272,0.04723981276865471,2.119201010882588,8.245907081502356,47.36687422574582,19.994657558286555
2000-01-01 16:30:00,True,nr,0.9886516239575142,1.0,0,0,0.14802045652601395,0.05145123206464923,2.0718256066304677,7.907558372083163,45.97760714011767,20.445682270585408
2000-01-01 16:45:00,True,nr,0.9877489756307366,1.0,0,0,0.16580536687732278,0.05626057705432721,2.228370499859816,7.480302524881824,43.61728689623745,19.467838355589073
2000-01-01 17:00:00,True,nr,0.9899399958722261,1.0,0,0,0.2565022459451946,0.10057855188461357,3.4319108250443153,8.152275532347474,61.41732585534987,25.82930408676365
2000-01-01 17:15:00,True,nr,0.9910647966117833,1.0,0,0,0.22497107742880698,0.0860856360097825,3.2786227346706007,7.436898421607936,58.1456228191739,24.763702122656106
2000-01-01 17:30:00,True,nr,0.9906917650038343,1.0,0,0,0.24432851096240935,0.09019683070388126,3.137694596876025,7.670098243332106,53.29704448585271,23.11115767194316
2000-01-01 17:45:00,True,nr,0.9826779177805265,1.0,0,0,0.6221044541274922,0.25461335892815945,5.573323091962021,11.933562857430354,89.34876377593338,36.44097324993201
2000-01-01 18:00:00,True,nr,0.972198060794292,1.0,0,0,1.4398144941684285,0.606325004912318,8.917978022250281,14.531725215371564,104.04684867720593,41.804144917100494
2000-01-01 18:15:00,True,nr,0.9686580088348171,1.0,0,0,1.8440475265896696,0.7751673714239409,10.218097830631635,15.868241253793938,113.6512154825875,46.46388795735845
2000-01-01 18:30:00,True,nr,0.9689770659238022,1.0,0,0,1.8022258921257273,0.75457697557286,9.843902251253388,18.57501734480895,128.76271315181143,51.80306642676502
2000-01-01 18:45:00,True,nr,0.9710631091395813,1.0,0,0,1.7477203323963488,0.7168719968867102,8.864781956301705,23.717592334262346,172.955049880954,69.73939081967461
2000-01-01 19:00:00,True,nr,0.9761411969452733,1.0,0,0,1.2815830618729536,0.5028140128086377,6.135966515161096,22.423789899626914,168.98216331809346,69.0853480225675
2000-01-01 19:15:00,True,nr,0.9677706943709846,1.0,0,0,2.148246724979772,0.820942467377177,7.530598453313493,28.867826257789055,227.95248885677034,95.84544865410206
2000-01-01 19:30:00,True,nr,0.9617919245347023,1.0,0,0,2.846239516647831,1.116669367401667,8.391091458270306,37.24596437652809,288.73713734022186,121.68409895436305
2000-01-01 19:45:00,True,nr,0.9609182820522524,1.0,0,0,3.9330314461892706,1.511544505861108,9.618895559621626,44.00290635724416,286.3401700929271,127.92241818088179
2000-01-01 20:00:00,True,nr,0.9547420418463013,1.0,0,0,5.147974202348218,1.8762067997615657,12.248346433633026,56.572688884686784,321.45068374532303,146.15406970374067
2000-01-01 20:15:00,True,nr,0.94605979830202,1.0,3,0,6.095385539600015,2.422643154724937,15.57073682457912,50.91542760635291,404.6941740455354,173.78774162414777
2000-01-01 20:30:00,True,nr,0.9473127652055547,1.0,1,0,7.062798834368586,2.786764969159188,19.30446556257015,57.08032373962424,457.6939033879004,194.85510795079986
2000-01-01 20:45:00,True,nr,0.9449609931231336,1.0,1,0,7.3455303619770165,2.635374910457973,17.28353693634644,59.793402926249414,453.50255469572653,193.49027831154507
2000-01-01 21:00:00,True,nr,0.9543142412963723,1.0,0,0,6.313533408938493,2.384457639582342,13.829481848437045,57.10697094131416,394.60252482042034,173.83266690662947
2000-01-01 21:15:00,True,nr,0.9468894468946257,1.0,5,0,8.476741129658144,3.1859623751401163,15.668855665161788,66.37842848251628,448.7976606683031,202.25488101875212
2000-01-01 21:30:00,True,nr,0.9450538036893323,1.0,7,0,8.396977966959016,3.194586077175995,18.78958509140272,58.186230404201645,465.34934553176345,204.60462470771466
2000-01-01 21:45:00,True,nr,0.9390994689213996,1.0,12,0,9.58024174191497,3.56792999030534,21.245509086265358,65.14722453387084,490.0924477912576,216.17684069083685
2000-01-01 22:00:00,True,nr,0.9386652705270243,1.0,6,0,8.333989573435037,2.9428795065246396,18.877766047727754,58.69602902026719,479.6239905009436,206.70250892463926
2000-01-01 22:15:00,True,nr,0.9544531050713879,1.0,0,0,6.169962234207225,2.217279012234452,17.136780298662906,47.76740118363297,336.31079149653175,151.39717032389743
2000-01-01 22:30:00,True,nr,0.951351800856627,1.0,0,0,5.976087430009883,1.959970512965252,13.62430386074123,53.45093060877614,290.00600408126974,137.65251562263535
2000-01-01 22:45:00,True,nr,0.9594011436033115,1.0,0,0,3.4695256377628305,1.1539960300773968,13.000971991145905,41.30621503583703,237.42296489890035,103.45007404306905
2000-01-01 23:00:00,True,nr,0.9602328193498976,1.0,0,0,3.455400882194158,1.1878721477716703,15.628799265293372,44.29436127174375,237.24170241396104,101.13950099396263
2000-01-01 23:15:00,True,nr,0.9590156956581523,1.0,0,0,2.0691826705473915,0.4760444237628872,10.19611881791278,15.855531739689265,123.43012143783794,49.649904106368936
2000-01-01 23:30:00,True,nr,0.9872884320418341,1.0,0,0,0.32788051145521324,0.10229579498807823,4.485782028552395,9.729274991088833,69.89082169414185,27.535486577466628
2000-01-01 23:45:00,True,nr,0.9851051940261419,1.0,0,0,0.22389141296911363,0.08044420642477172,2.463035219428976,10.274616102946428,63.979636542753624,27.05601117650147
2000-01-02 00:00:00,True,nr,0.9870795387510838,1.0,0,0,0.3192460051559831,0.1207460018674634,3.951225475660969,16.757401210773317,129.8567897055767,52.63408651726298
2000-01-02 00:15:00,True,nr,0.9868871089389711,1.0,0,0,0.2911593655373473,0.09084870911175427,3.6102600628637975,11.990385533258342,89.20505352318364,36.206863751607976
2000-01-02 00:30:00,True,nr,0.9924182995733224,1.0,0,0,0.12969826993276204,0.04939544452067687,2.2450538904117465,9.501337484416538,76.47852760637153,31.437319802593677
2000-01-02 00:45:00,True,nr,0.9882622721118549,1.0,0,0,0.28324076630171807,0.1153773462554849,4.634030857405411,11.046358815322103,84.67709667822021,33.95344907685782
2000-01-02 01:00:00,True,nr,0.9883102150049096,1.0,0,0,0.2865328067689309,0.11185378324604937,4.645719098020931,10.698918174082698,78.96682001371013,31.64632635142084
2000-01-02 01:15:00,True,nr,0.9920213776577403,1.0,0,0,0.14927795981627015,0.05777692677115363,3.276023008249641,8.97088213709801,66.03905445666824,26.47321125916946
2000-01-02 01:30:00,True,nr,0.9934432985532076,1.0,0,0,0.10213789665241516,0.03992261677446046,2.4549549471495955,8.240292636459202,63.24566899888451,26.281444948597965
2000-01-02 01:45:00,True,nr,0.9925532144330387,1.0,0,0,0.11439267873979228,0.04493537007564332,2.581965730396324,8.38190465202151,62.93508831408134,26.10447470563404
2000-01-02 02:00:00,True,nr,0.9928054445655811,1.0,0,0,0.09096037548393827,0.036776963607480354,2.296127131128851,9.116482817992091,59.86156282689525,24.86483542379858
2000-01-02 02:15:00,True,nr,0.9946035799628575,1.0,0,0,0.06320281334574443,0.025419016370716165,2.241261612509188,7.117624438278915,51.356315902660654,20.70098926211461
2000-01-02 02:30:00,True,nr,0.9946225677606293,1.0,0,0,0.07019764540750947,0.026762261879866234,2.132951181136233,6.922565031967294,52.8800616684717,22.10806760872419
2000-01-02 02:45:00,True,nr,0.994683676695989,1.0,0,0,0.06964935194968443,0.028271783613566574,2.207897850520601,6.6888122967771535,51.52239855239493,20.69733616972691
2000-01-02 03:00:00,True,nr,0.9934110233498458,1.0,0,0,0.09295347749031639,0.03701362490261367,2.5596218547871024,6.90568670463705,55.029113930008755,22.390279551360415
2000-01-02 03:15:00,True,nr,0.9935415926822845,1.0,0,0,0.11196826893206725,0.04273261471560397,2.7523911524217946,7.854139433774298,58.11857541571297,23.208115961970144
